,Tên hãng xe,Năm sản xuất,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích,Giá
15792,Mercedes Benz,2022,TP HCM,Cũ,4500.0,Lắp ráp trong nước,Sedan,Số tự động,Xám,Đen,5,4,RFD,Xăng,2.0,1920.0
11398,Lexus,2024,TP HCM,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Xanh,Nâu,5,4,FWD,Xăng,2.5,2620.0
5825,Hyundai,2021,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.4,470.0
1104,Chevrolet,2018,Hà Nội,Cũ,50000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Dầu,2.5,645.0
4882,Honda,2022,Hà Nội,Cũ,29000.0,Lắp ráp trong nước,Sedan,Số tự động,Ghi,Đen,5,4,FWD,Xăng,1.5,519.0
13882,Mazda,2019,Hà Nội,Cũ,42183.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,496.0
7437,Hyundai,2022,Bình Dương,Cũ,23000.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Trắng,5,5,FWD,Xăng,1.5,579.0
2244,Ford,2020,TP HCM,Cũ,31000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,RFD,Dầu,2.0,890.0
1243,Chevrolet,2017,TP HCM,Cũ,86000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.6,290.0
10408,Kia,2024,Hải Phòng,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.6,599.0
23293,Toyota,2009,Hà Nội,Cũ,110000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.3,263.0
10721,LandRover,2018,Hà Nội,Cũ,45000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,3.0,5280.0
346,BMW,2021,Hà Nội,Cũ,20000.0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Cam,Đen,2,2,RFD,Xăng,2.0,2350.0
17259,MG,2024,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.5,399.0
20236,Toyota,2015,Hà Nội,Cũ,15000.0,Lắp ráp trong nước,Crossover,Số tự động,Bạc,Kem,8,5,RFD,Xăng,2.0,395.0
4317,Honda,2023,Hà Nội,Cũ,23000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,569.0
10287,Kia,2017,Nghệ An,Cũ,11000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,7,5,FWD,Dầu,2.2,630.0
4045,Ford,2017,Hà Nội,Cũ,150000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,2.3,760.0
12541,Mazda,2018,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Đen,5,4,FWD,Xăng,1.5,465.0
25407,VinFast,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Điện,0.2,1346.0
2942,Ford,2020,Hà Nội,Cũ,60000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,4WD,Dầu,2.0,960.0
25380,VinFast,2019,Hà Nội,Cũ,100000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,RFD,Xăng,2.0,669.0
13578,Mazda,2020,Hải Phòng,Cũ,39000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,725.0
15924,Mercedes Benz,2021,Hà Nội,Cũ,27000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,RFD,Xăng,2.0,1280.0
23094,Toyota,2024,TP HCM,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.8,805.0
17568,Mitsubishi,2020,TP HCM,Cũ,68000.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,7,5,FWD,Xăng,1.5,495.0
3040,Ford,2017,Hà Nội,Cũ,90000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,395.0
9508,Kia,2020,Hải Phòng,Cũ,37892.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,1.4,599.0
18180,Mitsubishi,2023,TP HCM,Cũ,13127.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,598.0
17294,MG,2022,Hà Nội,Cũ,13000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.5,439.0
24164,Toyota,2016,Bình Dương,Cũ,200000.0,Lắp ráp trong nước,Crossover,Số tay,Cát,Kem,8,5,RFD,Xăng,2.0,294.0
22728,Toyota,2014,Hà Nội,Cũ,45000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Hybrid,2.5,1190.0
2676,Ford,2024,Lâm Đồng,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Đỏ,Đen,5,4,4WD,Dầu,2.0,789.0
4042,Ford,2018,Hà Nội,Cũ,100000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Trắng,Nhiều màu,5,4,4WD,Dầu,2.2,470.0
22192,Toyota,2010,TP HCM,Cũ,89.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,4WD,Xăng,2.7,330.0
14404,Mercedes Benz,2020,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,AWD,Xăng,2.0,1370.0
20440,Toyota,2015,Phú Thọ,Cũ,145000.0,Lắp ráp trong nước,SUV,Số tay,Bạc,Ghi,7,5,RFD,Dầu,2.5,580.0
419,BMW,2016,Hà Nội,Cũ,112630.0,Nhập khẩu,SUV,Số tự động,Nâu,Nâu,5,5,AWD,Xăng,3.0,1399.0
7352,Hyundai,2020,Hà Nội,Cũ,39000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.6,575.0
19449,Porsche,2015,TP HCM,Cũ,32000.0,Nhập khẩu,Sedan,Số tự động,Nâu,Nâu,4,4,RFD,Xăng,3.6,2450.0
15723,Mercedes Benz,2020,Hà Nội,Cũ,12000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đỏ,5,5,AWD,Xăng,2.0,1660.0
2327,Ford,2018,TP HCM,Cũ,66000.0,Lắp ráp trong nước,SUV,Số tự động,Cam,Đen,5,5,FWD,Xăng,1.5,440.0
21101,Toyota,2015,Hà Nội,Cũ,92000.0,Lắp ráp trong nước,Crossover,Số tự động,Bạc,Đen,7,5,RFD,Xăng,2.0,419.0
20215,Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.0,490.0
7751,Hyundai,2019,Đồng Nai,Cũ,33000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Nâu,5,5,FWD,Xăng,1.6,530.0
22219,Toyota,2024,TP HCM,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.8,780.0
1450,Ford,2021,Hà Nội,Cũ,40000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,2.3,1770.0
21822,Toyota,2021,Vĩnh Phúc,Cũ,21000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.5,1015.0
6580,Hyundai,2022,Hải Phòng,Cũ,26000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,2.0,591.0
12134,Mazda,2022,Hà Nội,Cũ,18000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,615.0
1740,Ford,2012,TP HCM,Cũ,130.0,Lắp ráp trong nước,SUV,Số tự động,Vàng,Đen,5,5,FWD,Xăng,2.3,308.0
25623,VinFast,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,FWD,Điện,0.3,999.0
19972,Suzuki,2019,Hà Nội,Cũ,66000.0,Nhập khẩu,Sedan,Số tự động,Xám,Đen,5,4,FWD,Xăng,1.4,375.0
2600,Ford,2023,Hà Nội,Cũ,3888.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xám,Đen,5,4,4WD,Dầu,2.0,1245.0
17926,Mitsubishi,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,572.0
15577,Mercedes Benz,2014,Hà Nội,Cũ,120000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Kem,5,4,RFD,Xăng,2.0,660.0
10029,Kia,2011,Hà Nội,Cũ,75000.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.0,246.0
5605,Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,AWD,Xăng,1.6,902.0
24951,Toyota,2023,Hà Nội,Cũ,10000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,1176.0
23011,Toyota,2017,TP HCM,Cũ,112000.0,Lắp ráp trong nước,Crossover,Số tay,Đồng,Nâu,8,5,RFD,Xăng,2.0,475.0
21931,Toyota,2019,Hà Nội,Cũ,79000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,2.0,825.0
9475,Kia,2015,Hà Nội,Cũ,86568.0,Nhập khẩu,Crossover,Số tự động,Xanh,Đen,5,5,FWD,Xăng,2.0,585.0
3265,Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Nâu,Đen,5,4,RFD,Dầu,2.0,677.0
10429,Kia,2024,Bắc Ninh,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.4,644.0
8703,Kia,2021,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nhiều màu,5,4,FWD,Xăng,2.0,550.0
9600,Kia,2018,Hà Nội,Cũ,75000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đỏ,Kem,7,5,FWD,Dầu,2.2,870.0
14873,Mercedes Benz,2015,Hà Nội,Cũ,65000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,726.0
5669,Hyundai,2022,Hà Nội,Cũ,6000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5,4,FWD,Xăng,1.4,475.0
4291,Honda,2014,Nghệ An,Cũ,110000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,310.0
23324,Toyota,2021,TP HCM,Cũ,59000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Nâu,7,5,RFD,Xăng,2.0,765.0
15697,Mercedes Benz,2016,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,RFD,Xăng,2.0,699.0
4459,Honda,2023,Thái Nguyên,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,775.0
1071,Chevrolet,2016,TP HCM,Cũ,70000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,2.4,410.0
7727,Hyundai,2020,TP HCM,Cũ,16800.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nhiều màu,5,4,FWD,Xăng,1.4,400.0
16703,Mercedes Benz,2018,Hà Nội,Cũ,58000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,5,5,AWD,Xăng,2.0,1190.0
18633,Mitsubishi,2019,Bình Dương,Cũ,52000.0,Nhập khẩu,SUV,Số tay,Bạc,Kem,7,5,FWD,Xăng,1.5,450.0
10273,Kia,2018,Hà Nội,Cũ,6.0,Lắp ráp trong nước,Hatchback,Số tự động,Vàng,Ghi,5,5,FWD,Xăng,1.25,295.0
14723,Mercedes Benz,2019,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,2.0,1369.0
5383,Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.5,1137.0
18930,Nissan,2018,Khánh Hòa,Cũ,75000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Đen,7,5,4WD,Xăng,2.5,640.0
11614,Lexus,2016,Hà Nội,Cũ,85000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,5.7,4650.0
14142,Mercedes Benz,2019,Hải Phòng,Cũ,74000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5,4,RFD,Xăng,2.0,1120.0
19377,Porsche,2021,Hà Nội,Cũ,20000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đỏ,4,4,RFD,Xăng,3.0,4999.0
19015,Nissan,2019,Hà Nội,Cũ,93000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,RFD,Xăng,2.5,655.0
12715,Mazda,2022,Hà Nội,Cũ,29000.0,Nhập khẩu,Crossover,Số tự động,Xanh,Đen,5,5,FWD,Xăng,2.0,699.0
19107,Peugeot,2018,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.6,705.0
2107,Ford,2023,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,2.3,1959.0
5018,Honda,2021,Hà Nội,Cũ,71000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,910.0
10775,LandRover,2016,Hà Nội,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Xanh,Nâu,5,5,AWD,Xăng,3.0,2950.0
985,Chevrolet,2014,Đăk Lăk,Cũ,89000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Kem,5,4,FWD,Xăng,1.8,265.0
7721,Hyundai,2020,Hà Nội,Cũ,65000.0,Lắp ráp trong nước,Hatchback,Số tay,Đỏ,Nhiều màu,5,5,FWD,Xăng,1.25,285.0
22809,Toyota,2019,TP HCM,Cũ,42000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,RFD,Xăng,1.5,525.0
8372,Kia,2022,Hà Nội,Cũ,18000.0,Lắp ráp trong nước,Crossover,Số tự động,Xanh,Cam,5,5,AWD,Xăng,1.6,980.0
15569,Mercedes Benz,2016,Bắc Ninh,Cũ,700000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5,4,RFD,Xăng,3.0,1680.0
20299,Toyota,2022,Hà Nội,Cũ,17000.0,Nhập khẩu,SUV,Số tự động,Nâu,Đen,5,5,FWD,Xăng,1.8,739.0
8106,Hyundai,2021,Hà Nội,Cũ,17000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5,4,FWD,Xăng,1.25,375.0
10642,Kia,2015,Vĩnh Phúc,Cũ,40966.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Đen,5,4,FWD,Xăng,1.6,375.0
19683,Porsche,2020,Hà Nội,Cũ,25600.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đỏ,4,4,RFD,Xăng,3.0,4830.0
12195,Mazda,2016,Vĩnh Phúc,Cũ,90000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,450.0
14784,Mercedes Benz,2023,Nghệ An,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,AWD,Xăng,2.0,2299.0
20578,Toyota,2021,Hà Nội,Cũ,29000.0,Nhập khẩu,SUV,Số tự động,Nâu,Đen,5,5,FWD,Xăng,1.8,748.0
809,BMW,2018,Hà Nội,Cũ,40000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,RFD,Xăng,3.0,2639.0
7648,Hyundai,2019,Quảng Bình,Cũ,100000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,2.0,600.0
8720,Kia,2020,Bình Dương,Cũ,8000.0,Lắp ráp trong nước,Sedan,Số tay,Xanh,Đen,5,4,FWD,Xăng,1.6,435.0
19554,Porsche,2013,TP HCM,Cũ,46000.0,Nhập khẩu,SUV,Số tự động,Nâu,Kem,5,5,AWD,Xăng,3.6,1688.0
17026,Mercedes Benz,2022,Hà Nội,Cũ,25.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,5,5,AWD,Xăng,2.0,2150.0
21734,Toyota,2024,Hải Phòng,Mới,0.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.2,395.0
15185,Mercedes Benz,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,2368.0
24436,Toyota,2017,Hà Nội,Cũ,150000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.5,660.0
11453,Lexus,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Bạc,Nâu,5,5,AWD,Xăng,2.4,3430.0
18611,Mitsubishi,2020,Hà Nội,Cũ,70000.0,Nhập khẩu,SUV,Số tay,Trắng,Xám,7,5,FWD,Xăng,1.5,465.0
20083,Suzuki,2023,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tay,Đỏ,Đen,7,5,FWD,Hybrid,1.5,449.0
18482,Mitsubishi,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Nâu,Đen,7,5,FWD,Xăng,1.5,649.0
7708,Hyundai,2016,Thái Nguyên,Cũ,82000.0,Nhập khẩu,Hatchback,Số tự động,Vàng,Nhiều màu,5,5,FWD,Xăng,1.25,280.0
12433,Mazda,2022,Hà Nội,Cũ,25000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,735.0
1528,Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.0,647.0
3847,Ford,2019,Hà Nội,Cũ,61000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Đen,5,4,RFD,Dầu,2.2,540.0
9569,Kia,2010,Hà Nội,Cũ,130000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.6,278.0
5809,Hyundai,2021,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5,5,FWD,Xăng,1.6,795.0
26253,Volkswagen,2021,Quảng Bình,Cũ,16000.0,Nhập khẩu,SUV,Số tự động,Đen,Nhiều màu,7,5,AWD,Xăng,2.0,1499.0
17416,Mini,2023,Hà Nội,Mới,0.0,Nhập khẩu,Hatchback,Số tự động,Xanh,Nâu,5,5,FWD,Xăng,1.5,2159.0
23664,Toyota,2022,Hà Nội,Cũ,30000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,635.0
15956,Mercedes Benz,2022,Nghệ An,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5,4,RFD,Xăng,1.5,1599.0
16619,Mercedes Benz,2022,Hà Nội,Cũ,20000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,1899.0
15579,Mercedes Benz,2017,Hà Nội,Cũ,110000.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Đen,5,4,RFD,Xăng,2.0,805.0
2038,Ford,2019,Hà Nội,Cũ,35000.0,Lắp ráp trong nước,SUV,Số tự động,Nâu,Đen,5,5,FWD,Xăng,1.0,465.0
8675,Kia,2020,Hải Phòng,Cũ,58.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nhiều màu,5,4,FWD,Xăng,2.0,498.0
895,BMW,2014,Bình Dương,Cũ,56000.0,Nhập khẩu,Sedan,Số tự động,Xám,Đen,5,4,RFD,Xăng,2.0,499.0
5156,Honda,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,559.0
24852,Toyota,2010,Hải Dương,Cũ,11.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.4,365.0
13109,Mazda,2023,Hà Nội,Cũ,17100.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,848.0
25307,VinFast,2019,Hà Nội,Cũ,90000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.0,730.0
26353,Volvo,2021,Hà Nội,Cũ,26000.0,Nhập khẩu,Sedan,Số tự động,Xám,Nâu,5,4,AWD,Xăng,2.0,1779.0
11031,Lexus,2020,Hà Nội,Cũ,40000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nâu,5,5,AWD,Xăng,2.0,2650.0
9652,Kia,2020,Hà Nội,Cũ,24000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.4,363.0
16225,Mercedes Benz,2020,Hà Nội,Cũ,35000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,RFD,Xăng,3.0,2875.0
4833,Honda,2020,Hà Nội,Cũ,33000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,886.0
2846,Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,5,5,FWD,Xăng,1.5,822.0
15276,Mercedes Benz,2022,Hà Nội,Cũ,8888.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,3.0,4999.0
8296,Jeep,2022,Hà Nội,Cũ,4800.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,4WD,Xăng,2.0,3040.0
22301,Toyota,2020,Hà Nội,Cũ,45000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.5,370.0
15259,Mercedes Benz,2022,Hà Nội,Cũ,8000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,RFD,Xăng,2.0,1860.0
150,Audi,2022,TP HCM,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Nâu,Nâu,5,4,FWD,Xăng,2.0,2084.0
24511,Toyota,2017,Bình Dương,Cũ,85000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Nhiều màu,5,4,FWD,Xăng,1.5,295.0
2210,Ford,2015,Hà Nội,Cũ,85000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Trắng,Đen,5,4,RFD,Dầu,2.2,368.0
1277,Daewoo,2011,Hà Nội,Cũ,120000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nhiều màu,5,4,FWD,Xăng,1.6,175.0
12533,Mazda,2022,Hà Nội,Cũ,18000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,610.0
2229,Ford,2024,Bình Định,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,4WD,Dầu,2.0,1415.0
21646,Toyota,2010,Bắc Ninh,Cũ,160000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Đen,5,4,FWD,Xăng,3.5,375.0
11538,Lexus,2015,Hải Phòng,Cũ,70000.0,Nhập khẩu,SUV,Số tự động,Vàng,Vàng,5,5,FWD,Xăng,3.5,1386.0
13536,Mazda,2023,Sóc Trăng,Cũ,5000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,615.0
22351,Toyota,2017,Hà Nội,Cũ,88000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,4WD,Xăng,2.7,1850.0
3701,Ford,2007,Hà Nội,Cũ,160000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.8,160.0
24766,Toyota,2017,TP HCM,Cũ,200000.0,Lắp ráp trong nước,Crossover,Số tay,Trắng,Nâu,8,5,RFD,Xăng,2.0,430.0
7499,Hyundai,2009,Hà Nội,Cũ,120000.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,5,5,AWD,Xăng,3.8,285.0
4696,Honda,2022,Thái Nguyên,Cũ,7.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.5,1200.0
11283,Lexus,2019,Hà Nội,Cũ,32000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,5,5,AWD,Xăng,3.5,3290.0
19525,Porsche,2016,TP HCM,Cũ,62000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nâu,5,5,AWD,Xăng,3.0,1699.0
21385,Toyota,2020,Hà Nội,Cũ,60000.0,Nhập khẩu,SUV,Số tự động,Đồng,Kem,7,5,4WD,Xăng,2.7,2230.0
318,Bentley,2009,Hà Nội,Cũ,67578.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,RFD,Xăng,6.0,2500.0
13878,Mazda,2021,TP HCM,Cũ,7530.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,795.0
8917,Kia,2015,Hà Nội,Cũ,61000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.0,465.0
19812,Subaru,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xám,Đen,5,5,AWD,Xăng,2.0,1039.0
13167,Mazda,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Nâu,6,5,AWD,Xăng,2.5,1119.0
26111,Volkswagen,2023,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Kem,Kem,5,5,AWD,Xăng,2.0,2699.0
9496,Kia,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.4,644.0
25975,Volkswagen,2024,Nghệ An,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,AWD,Xăng,2.0,2099.0
4123,Ford,2023,TP HCM,Cũ,34262.0,Nhập khẩu,SUV,Số tự động,Nâu,Ghi,7,5,4WD,Dầu,2.0,1325.0
14880,Mercedes Benz,2022,Đà Nẵng,Cũ,59544.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,RFD,Xăng,1.5,1550.0
16917,Mercedes Benz,2020,Hà Nội,Cũ,47000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,3.0,3059.0
10525,Kia,2019,Hải Dương,Cũ,45000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5,4,FWD,Xăng,1.4,350.0
4681,Honda,2017,TP HCM,Cũ,65000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,FWD,Xăng,2.4,640.0
