,Tên hãng xe,Năm sản xuất,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích,Giá
618,BMW,2013,Hà Nội,Cũ,80000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,RFD,Xăng,2.0,399.0
21103,Toyota,2024,Long An,Cũ,2.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,3.4,5579.0
8983,Kia,2019,Hà Nội,Cũ,68000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Kem,7,5,FWD,Xăng,2.4,635.0
12554,Mazda,2018,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.5,459.0
16306,Mercedes Benz,2016,TP HCM,Cũ,27000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,2.0,650.0
9825,Kia,2016,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Kem,5,4,FWD,Xăng,1.6,319.0
14682,Mercedes Benz,2019,Hà Nội,Cũ,25000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,2.0,1590.0
16628,Mercedes Benz,2018,Hà Nội,Cũ,48000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,1219.0
8011,Hyundai,2022,Hải Phòng,Cũ,14000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,1.4,485.0
18591,Mitsubishi,2013,Hà Nội,Cũ,125000.0,Nhập khẩu,Hatchback,Số tự động,Vàng,Nhiều màu,5,5,FWD,Xăng,1.2,210.0
16403,Mercedes Benz,2020,Hà Nội,Cũ,52000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,2.0,1279.0
25262,VinFast,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Đen,5,5,FWD,Điện,0.3,920.0
12621,Mazda,2021,Hà Nội,Cũ,35000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,555.0
7054,Hyundai,2021,Hải Phòng,Cũ,32000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,FWD,Xăng,2.5,920.0
8705,Kia,2013,Bình Dương,Cũ,76666.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Đỏ,5,5,FWD,Xăng,1.4,315.0
13511,Mazda,2022,Hà Nội,Cũ,25000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,799.0
22181,Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Đen,Nâu,8,5,FWD,Xăng,2.0,810.0
3227,Ford,2019,TP HCM,Cũ,63000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Đen,5,4,4WD,Dầu,2.0,895.0
17722,Mitsubishi,2022,Hà Nội,Cũ,28000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,2.0,730.0
14327,Mercedes Benz,2020,Hà Nội,Cũ,54706.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,RFD,Xăng,2.0,1110.0
2885,Ford,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Ghi,Đen,5,4,RFD,Dầu,2.0,650.0
21085,Toyota,2022,Hà Nội,Cũ,23000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,3.4,4850.0
9879,Kia,2018,Hải Phòng,Cũ,82000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.6,419.0
23347,Toyota,2017,Hà Nội,Cũ,97000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,RFD,Xăng,2.7,710.0
689,BMW,2022,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Nâu,5,4,RFD,Xăng,2.0,2129.0
21437,Toyota,2021,Hà Nội,Cũ,50000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,FWD,Hybrid,1.8,819.0
19195,Peugeot,2018,Hà Nội,Cũ,56000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.6,639.0
4836,Honda,2023,Bình Dương,Mới,0.0,Nhập khẩu,Sedan,Số tay,Đỏ,Đỏ,5,4,FWD,Xăng,2.0,2399.0
20892,Toyota,2022,Hà Nam,Cũ,8000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.8,839.0
20252,Toyota,2019,Long An,Cũ,43000.0,Lắp ráp trong nước,Crossover,Số tay,Đồng,Nâu,8,5,RFD,Xăng,2.0,565.0
23028,Toyota,2019,Đăk Lăk,Cũ,60000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Nâu,7,5,4WD,Dầu,2.8,900.0
3557,Ford,2015,Hà Nội,Cũ,160000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Cam,5,4,4WD,Dầu,3.2,495.0
7153,Hyundai,2022,TP HCM,Cũ,56000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.4,468.0
1646,Ford,2015,Hà Nội,Cũ,36000.0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Đỏ,Đen,4,2,RFD,Xăng,2.3,1390.0
9509,Kia,2013,Khánh Hòa,Cũ,64379.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Đen,7,5,FWD,Xăng,2.0,265.0
19251,Peugeot,2021,Hà Nội,Cũ,35000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.2,615.0
25261,VinFast,2020,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,RFD,Xăng,2.0,699.0
16088,Mercedes Benz,2015,TP HCM,Cũ,33000.0,Nhập khẩu,SUV,Số tự động,Nâu,Đen,5,5,AWD,Xăng,2.0,679.0
11936,Lexus,2010,Hưng Yên,Cũ,12000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,AWD,Hybrid,3.5,930.0
4562,Honda,2023,Bà Rịa Vũng Tàu,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,594.0
9305,Kia,2018,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,Hatchback,Số tự động,Xanh,Đen,5,5,FWD,Xăng,1.25,305.0
4767,Honda,2022,Hà Nội,Cũ,23000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.5,785.0
12889,Mazda,2022,Hà Nội,Cũ,46000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,815.0
18007,Mitsubishi,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,2.0,903.0
26232,Volkswagen,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nhiều màu,5,5,AWD,Xăng,2.0,2168.0
23907,Toyota,2013,Hà Nội,Cũ,10000.0,Lắp ráp trong nước,SUV,Số tay,Bạc,Kem,7,5,RFD,Dầu,2.5,508.0
13029,Mazda,2019,Hà Nội,Cũ,66000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,490.0
9074,Kia,2021,Hải Dương,Cũ,35000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5,4,FWD,Xăng,1.6,579.0
5157,Honda,2009,Hà Nội,Cũ,150000.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Ghi,5,4,FWD,Xăng,1.8,170.0
25034,Toyota,2024,TP HCM,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.5,1405.0
14802,Mercedes Benz,2017,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,1139.0
21886,Toyota,2015,TP HCM,Cũ,61000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,FWD,Xăng,2.7,1095.0
12761,Mazda,2021,Bắc Ninh,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,670.0
23342,Toyota,2021,TP HCM,Cũ,59000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Nâu,7,5,RFD,Xăng,2.0,795.0
24664,Toyota,2023,Đà Nẵng,Cũ,4000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,2.5,1380.0
17050,MG,2022,Hà Nội,Cũ,13000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.5,439.0
5696,Hyundai,2020,Hà Nội,Cũ,47000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Ghi,5,5,FWD,Xăng,2.0,739.0
7550,Hyundai,2009,TP HCM,Cũ,90000.0,Nhập khẩu,Coupe,Số tự động,Vàng,Đen,4,2,RFD,Xăng,2.0,395.0
2628,Ford,2018,Hà Nội,Cũ,40000.0,Nhập khẩu,Coupe,Số tự động,Trắng,Đen,4,2,RFD,Xăng,2.3,1899.0
23575,Toyota,2015,Hà Nội,Cũ,90000.0,Lắp ráp trong nước,Crossover,Số tự động,Cát,Kem,8,5,RFD,Xăng,2.0,445.0
1913,Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,5,5,FWD,Xăng,1.5,695.0
12177,Mazda,2019,Hà Nội,Cũ,65000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.5,699.0
20549,Toyota,2021,Hà Nội,Cũ,60000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,4WD,Dầu,2.8,875.0
13103,Mazda,2022,Hà Nội,Cũ,41000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,595.0
26044,Volkswagen,2024,TP HCM,Mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Đen,Kem,7,5,FWD,Xăng,2.0,1989.0
393,BMW,2021,Hà Nội,Cũ,28800.0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Đen,Nâu,2,2,RFD,Xăng,2.0,2290.0
12697,Mazda,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,599.0
1479,Ford,2020,Hà Nội,Cũ,60000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,4WD,Dầu,2.0,960.0
25819,VinFast,2020,Hà Nội,Cũ,48000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Trắng,5,5,FWD,Xăng,1.4,319.0
3932,Ford,2018,Hà Nội,Cũ,150000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Màu khác,5,4,FWD,Xăng,1.5,395.0
17940,Mitsubishi,2021,Hà Nội,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,FWD,Xăng,1.5,530.0
23080,Toyota,2022,Hà Nội,Cũ,45000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,1.5,470.0
3249,Ford,2023,TP HCM,Cũ,27000.0,Lắp ráp trong nước,Van/Minivan,Số tay,Bạc,Nhiều màu,16,4,RFD,Dầu,2.2,769.0
7388,Hyundai,2019,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,AWD,Dầu,2.2,850.0
4413,Honda,2022,Thái Nguyên,Cũ,8000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.5,1200.0
17512,Mitsubishi,2023,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,626.0
20147,Suzuki,2017,Hà Nội,Cũ,47600.0,Lắp ráp trong nước,Van/Minivan,Số tay,Trắng,Bạc,2,5,RFD,Xăng,1.0,145.0
24729,Toyota,2019,Hà Nội,Cũ,67000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,4WD,Xăng,2.7,2000.0
22097,Toyota,2018,Hà Nội,Cũ,44000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,8,5,AWD,Xăng,4.6,3760.0
21424,Toyota,2020,Hà Nội,Cũ,35000.0,Nhập khẩu,SUV,Số tự động,Đồng,Kem,7,5,4WD,Xăng,2.7,2150.0
10168,Kia,2019,Hà Nội,Cũ,81000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,510.0
8841,Kia,2022,Hà Nội,Cũ,10000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Kem,7,5,AWD,Xăng,2.5,999.0
22103,Toyota,2010,Bình Dương,Cũ,168000.0,Lắp ráp trong nước,SUV,Số tay,Đen,Kem,7,5,RFD,Dầu,2.5,425.0
25522,VinFast,2020,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,7,5,AWD,Xăng,2.0,795.0
13275,Mazda,2020,Hà Nội,Cũ,47000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,755.0
14261,Mercedes Benz,2020,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Kem,5,5,RFD,Xăng,2.0,1290.0
25092,Toyota,2007,Hà Nội,Cũ,11000.0,Nhập khẩu,SUV,Số tự động,Đen,Ghi,7,5,4WD,Xăng,2.7,370.0
24200,Toyota,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,FWD,Xăng,1.5,635.0
19376,Porsche,2015,Hà Nội,Cũ,100000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,1490.0
9626,Kia,2016,Đà Nẵng,Cũ,86000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.4,309.0
60,Audi,2011,Bến Tre,Cũ,82000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,AWD,Xăng,3.0,920.0
1376,Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,4WD,Dầu,2.0,1199.0
23742,Toyota,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,FWD,Xăng,1.0,498.0
5506,Hyundai,2018,Hà Nội,Cũ,52000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,7,5,FWD,Xăng,2.4,710.0
2545,Ford,2009,Thái Nguyên,Cũ,120668.0,Lắp ráp trong nước,SUV,Số tự động,Cát,Kem,7,5,RFD,Dầu,2.5,298.0
16115,Mercedes Benz,2011,Bình Dương,Cũ,171000.0,Lắp ráp trong nước,Van/Minivan,Số tay,Bạc,Xám,3,4,RFD,Dầu,2.2,230.0
2305,Ford,2019,Hà Nội,Cũ,60000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,4WD,Dầu,2.0,925.0
1670,Ford,2021,TP HCM,Cũ,40000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,510.0
8066,Hyundai,2019,Lâm Đồng,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Ghi,5,4,FWD,Xăng,1.4,395.0
158,Audi,2016,Hà Nội,Cũ,56000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.0,1390.0
15553,Mercedes Benz,2023,Hà Nội,Cũ,4600.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,2699.0
544,BMW,2022,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xám,Đen,5,5,AWD,Xăng,2.0,2899.0
6517,Hyundai,2021,Thái Nguyên,Cũ,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.6,580.0
13512,Mazda,2019,Hà Nội,Cũ,60000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,398.0
12956,Mazda,2023,Hà Nội,Cũ,7000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,799.0
17000,Mercedes Benz,2020,TP HCM,Cũ,54400.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Kem,5,4,RFD,Xăng,2.0,1079.0
1925,Ford,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,4WD,Dầu,2.0,1545.0
16976,Mercedes Benz,2020,TP HCM,Cũ,7900.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,1350.0
16614,Mercedes Benz,2009,Hà Nội,Cũ,150000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,RFD,Xăng,5.5,495.0
9428,Kia,2018,TP HCM,Cũ,90000.0,Lắp ráp trong nước,SUV,Số tự động,Cát,Kem,7,5,FWD,Xăng,2.0,495.0
8169,Hyundai,2011,Hà Nội,Cũ,5877.0,Nhập khẩu,Coupe,Số tự động,Trắng,Nâu,4,2,RFD,Xăng,2.0,385.0
23363,Toyota,2011,Hà Nội,Cũ,100000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,305.0
24230,Toyota,2014,TP HCM,Cũ,160000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Kem,5,4,FWD,Xăng,1.5,270.0
5208,Honda,2007,Hà Nội,Cũ,10000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.0,239.0
2933,Ford,2023,Hà Nội,Cũ,23000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,RFD,Dầu,2.0,660.0
24837,Toyota,2015,Hà Nội,Cũ,7000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,7,5,RFD,Xăng,2.7,515.0
22049,Toyota,2021,Thái Nguyên,Cũ,27000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,RFD,Dầu,2.4,1050.0
19060,Peugeot,2020,Hà Nội,Cũ,48000.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.6,710.0
11838,Lexus,2021,Hà Nội,Cũ,29000.0,Nhập khẩu,SUV,Số tự động,Cát,Nâu,5,5,AWD,Xăng,3.5,3550.0
7241,Hyundai,2020,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,515.0
23371,Toyota,2021,Hà Nội,Cũ,27000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,3.4,4590.0
21739,Toyota,2020,Hà Nội,Cũ,69000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,4WD,Dầu,2.8,839.0
22023,Toyota,2009,Hà Nội,Cũ,138374.0,Nhập khẩu,Crossover,Số tự động,Nâu,Kem,5,5,FWD,Xăng,2.7,490.0
13981,Mercedes Benz,2012,Hà Nội,Cũ,120000.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Đen,5,4,RFD,Xăng,1.8,360.0
23451,Toyota,2008,Thái Bình,Cũ,140000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Kem,8,5,RFD,Xăng,2.0,212.0
12394,Mazda,2020,Hà Nội,Cũ,53000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,730.0
22720,Toyota,2018,Hà Nội,Cũ,74000.0,Nhập khẩu,SUV,Số tay,Đen,Đen,7,5,RFD,Dầu,2.4,768.0
20709,Toyota,2015,Hà Nội,Cũ,150000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,8,5,AWD,Xăng,4.6,2880.0
19113,Peugeot,2022,Hà Nội,Cũ,17000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.2,710.0
6334,Hyundai,2022,Hà Nội,Cũ,22000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.5,1050.0
3315,Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,RFD,Dầu,2.0,1099.0
25184,VinFast,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Kem,5,5,FWD,Điện,0.1,721.0
3918,Ford,2016,TP HCM,Cũ,61000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.5,405.0
25706,VinFast,2021,Hà Nội,Cũ,18000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,2.0,585.0
3273,Ford,2017,Hà Nội,Cũ,19000.0,Lắp ráp trong nước,Van/Minivan,Số tay,Đỏ,Nâu,10,4,RFD,Dầu,2.4,455.0
3213,Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,4WD,Dầu,2.0,1229.0
12505,Mazda,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,835.0
9129,Kia,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,664.0
16231,Mercedes Benz,2010,TP HCM,Cũ,88600.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Dầu,3.0,660.0
24148,Toyota,2019,TP HCM,Cũ,47000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.0,735.0
25249,VinFast,2021,Hà Nội,Cũ,49000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.0,879.0
4593,Honda,2019,TP HCM,Cũ,80000.0,Nhập khẩu,Hatchback,Số tự động,Bạc,Ghi,5,5,FWD,Xăng,1.2,345.0
18279,Mitsubishi,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,7,5,FWD,Xăng,2.0,903.0
16773,Mercedes Benz,2013,TP HCM,Cũ,60000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,RFD,Xăng,4.7,1550.0
8459,Kia,2019,Đăk Lăk,Cũ,54000.0,Lắp ráp trong nước,Hatchback,Số tay,Trắng,Xám,5,5,FWD,Xăng,1.25,225.0
19866,Subaru,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,AWD,Xăng,2.5,1777.0
17954,Mitsubishi,2023,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tay,Đen,Đen,7,5,FWD,Xăng,1.5,525.0
8510,Kia,2020,TP HCM,Cũ,9000.0,Lắp ráp trong nước,Crossover,Số tự động,Cam,Kem,5,5,FWD,Xăng,1.4,605.0
17152,MG,2024,Hà Nội,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Bạc,Đen,5,5,FWD,Xăng,1.5,638.0
1773,Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,4WD,Dầu,2.0,1249.0
13756,Mazda,2022,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,635.0
23782,Toyota,2020,TP HCM,Cũ,78000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Nâu,8,5,RFD,Xăng,2.0,615.0
7618,Hyundai,2021,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.5,1090.0
5856,Hyundai,2021,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5,5,FWD,Xăng,2.0,795.0
17662,Mitsubishi,2020,Hà Nội,Cũ,60000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Màu khác,Đen,5,4,RFD,Dầu,2.4,578.0
9484,Kia,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,550.0
12205,Mazda,2023,TP HCM,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,729.0
9115,Kia,2019,TP HCM,Cũ,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,496.0
24886,Toyota,2016,TP HCM,Cũ,25000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Cát,5,4,FWD,Xăng,1.5,370.0
19839,Subaru,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,AWD,Xăng,2.0,1039.0
20375,Toyota,2022,Hà Nội,Cũ,37000.0,Nhập khẩu,Van/Minivan,Số tự động,Đen,Đen,7,5,FWD,Xăng,3.5,3850.0
19027,Nissan,2019,Hà Nội,Cũ,28000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nâu,7,5,RFD,Xăng,2.5,650.0
23867,Toyota,2019,Đăk Lăk,Cũ,79000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,RFD,Dầu,2.4,835.0
1442,Ford,2019,TP HCM,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,RFD,Dầu,2.0,830.0
8909,Kia,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.4,609.0
4354,Honda,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,1.5,1280.0
2811,Ford,2021,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Vàng,6,5,FWD,Xăng,2.0,950.0
13681,Mazda,2021,Hải Phòng,Cũ,32000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,785.0
2784,Ford,2022,Hà Nội,Cũ,30000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,4WD,Dầu,2.0,1379.0
3441,Ford,2019,Hà Nội,Cũ,70000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,4WD,Dầu,2.0,940.0
20610,Toyota,2018,Hà Nội,Cũ,90000.0,Lắp ráp trong nước,Crossover,Số tự động,Bạc,Nâu,8,5,RFD,Xăng,2.0,570.0
5182,Honda,2021,Cần Thơ,Cũ,133000.0,Nhập khẩu,Sedan,Số tự động,Bạc,Đen,5,4,FWD,Xăng,1.8,619.0
22125,Toyota,2021,Hà Nội,Cũ,37000.0,Nhập khẩu,SUV,Số tự động,Xám,Nâu,5,5,FWD,Xăng,1.8,765.0
