Tên hãng xe,Năm sản xuất,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích,Giá
Kia,2018,Quảng Trị,Cũ,76000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.6,440.0
VinFast,2021,Hải Phòng,Cũ,30000.0,Lắp ráp trong nước,Hatchback,Số tự động,Xanh,Đen,5,5,FWD,Xăng,1.4,318.0
Toyota,2015,Hà Nội,Cũ,90000.0,Lắp ráp trong nước,Crossover,Số tự động,Cát,Kem,8,5,RFD,Xăng,2.0,445.0
Toyota,2018,Ninh Bình,Cũ,100000.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Kem,5,4,FWD,Xăng,1.5,335.0
Kia,2022,Hải Dương,Cũ,29000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.6,575.0
Hyundai,2023,Hà Nội,Cũ,3000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Xăng,2.5,1230.0
Ford,2019,TP HCM,Cũ,65000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,4WD,Dầu,2.0,925.0
Kia,2015,TP HCM,Cũ,16000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Nhiều màu,5,5,FWD,Xăng,1.25,266.0
Mercedes Benz,2014,Hà Nội,Cũ,120000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Kem,5,4,RFD,Xăng,2.0,660.0
Lexus,2007,Hà Nội,Cũ,78999.0,Nhập khẩu,Sedan,Số tự động,Xanh,Kem,5,4,FWD,Xăng,3.5,550.0
Ford,2019,Hà Nội,Cũ,61000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Đen,5,4,RFD,Dầu,2.2,540.0
Hyundai,2019,Lạng Sơn,Cũ,110000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Dầu,2.2,900.0
Mitsubishi,2021,Hà Nội,Cũ,25000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nhiều màu,7,5,FWD,Xăng,1.5,565.0
Hyundai,2023,Hải Phòng,Cũ,18000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5,4,FWD,Xăng,1.4,470.0
Mazda,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,829.0
Ford,2011,Đăk Lăk,Cũ,195000.0,Lắp ráp trong nước,SUV,Số tay,Xám,Kem,7,5,RFD,Dầu,2.5,295.0
Mitsubishi,2022,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,2.0,799.0
Audi,2023,TP HCM,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,2.0,2080.0
Mazda,2022,Hà Nội,Cũ,19000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Ghi,5,5,AWD,Xăng,2.5,895.0
BMW,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,2.0,2169.0
VinFast,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Nhiều màu,5,5,FWD,Điện,0.2,850.0
Mercedes Benz,2019,Hà Nội,Cũ,62751.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,990.0
Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Kem,5,4,FWD,Xăng,1.4,502.0
Mercedes Benz,2015,TP HCM,Cũ,70000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,RFD,Xăng,4.7,1590.0
Porsche,2021,Hà Nội,Cũ,18000.0,Nhập khẩu,Sedan,Số tự động,Cam,Đen,4,4,RFD,Xăng,2.9,5450.0
Honda,2016,Hà Nội,Cũ,90000.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Đen,8,5,FWD,Xăng,2.4,915.0
Lexus,2015,Hải Phòng,Cũ,70000.0,Nhập khẩu,SUV,Số tự động,Vàng,Vàng,5,5,FWD,Xăng,3.5,1386.0
Honda,2014,Thái Bình,Cũ,100000.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Đen,5,4,FWD,Xăng,2.0,370.0
Hyundai,2009,Hà Nội,Cũ,120000.0,Nhập khẩu,Hatchback,Số tay,Xanh,Nhiều màu,5,5,FWD,Xăng,1.4,145.0
Lexus,2021,TP HCM,Cũ,6476.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Hybrid,3.5,6680.0
Toyota,2019,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Màu khác,7,5,RFD,Dầu,2.4,855.0
Audi,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,2300.0
Mazda,2018,Hà Nội,Cũ,46000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,379.0
VinFast,2021,Hà Nội,Cũ,33696.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.4,330.0
Lexus,2020,Hà Nội,Cũ,40000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nâu,5,5,AWD,Xăng,2.0,2645.0
Toyota,2020,Hà Nội,Cũ,55000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,RFD,Dầu,2.4,999.0
Honda,2023,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.5,1185.0
Hyundai,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Đen,7,5,FWD,Xăng,2.0,980.0
Toyota,2019,Hà Nội,Cũ,78000.0,Nhập khẩu,SUV,Số tự động,Đồng,Nâu,7,5,RFD,Dầu,2.4,850.0
Kia,2015,Hà Nội,Cũ,60000.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Ghi,2,5,FWD,Xăng,1.0,330.0
Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,740.0
Mercedes Benz,2016,TP HCM,Cũ,78000.0,Nhập khẩu,Coupe,Số tự động,Xanh,Kem,5,4,AWD,Xăng,3.0,1420.0
Ford,2021,Hà Nội,Cũ,35000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,RFD,Dầu,2.0,945.0
Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,3.4,4286.0
Ford,2006,Hà Nội,Cũ,356876.0,Lắp ráp trong nước,Van/Minivan,Số tay,Ghi,Nhiều màu,6,4,RFD,Dầu,2.4,80.0
Suzuki,2021,Hà Nội,Cũ,14000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7,5,FWD,Xăng,1.5,545.0
Toyota,2021,Hà Nội,Cũ,2000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.8,780.0
Toyota,2016,Bình Dương,Cũ,600000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Ghi,7,5,RFD,Xăng,2.7,650.0
Kia,2023,Hà Nội,Cũ,6000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.25,430.0
Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,AWD,Dầu,2.2,1220.0
LandRover,2014,TP HCM,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,3.0,2234.0
Honda,2019,Hà Nội,Cũ,40000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,829.0
Toyota,2020,Thái Bình,Cũ,55000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.0,825.0
Mazda,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,815.0
Mercedes Benz,2021,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,2.0,1759.0
Mercedes Benz,2020,TP HCM,Cũ,54400.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Kem,5,4,RFD,Xăng,2.0,1079.0
Mercedes Benz,2018,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đỏ,5,4,RFD,Xăng,2.0,990.0
Toyota,2012,Hà Nội,Cũ,120000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Kem,5,4,FWD,Xăng,1.8,342.0
Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.0,677.0
Mazda,2022,Phú Thọ,Cũ,80000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,590.0
Volkswagen,2023,TP HCM,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Xanh,Ghi,5,5,FWD,Xăng,1.0,879.0
Toyota,2022,TP HCM,Cũ,60000.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,7,5,FWD,Xăng,1.5,600.0
Mercedes Benz,2018,Hà Nội,Cũ,79000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,AWD,Xăng,2.0,1140.0
Toyota,2016,Quảng Ninh,Cũ,60000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.3,395.0
Kia,2016,Quảng Ninh,Cũ,30000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.4,360.0
Hyundai,2018,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,7,5,4WD,Dầu,2.2,775.0
Honda,2019,Hà Nội,Cũ,5998.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,FWD,Xăng,1.5,809.0
Kia,2019,Hà Nội,Cũ,78000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,7,5,FWD,Xăng,2.0,485.0
Toyota,2016,TP HCM,Cũ,113000.0,Lắp ráp trong nước,SUV,Số tay,Bạc,Kem,7,5,RFD,Dầu,2.5,575.0
Mazda,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,605.0
Toyota,2022,Hà Nội,Cũ,35000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.8,805.0
VinFast,2022,Ninh Bình,Cũ,23000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.4,348.0
Lexus,2017,TP HCM,Cũ,52000.0,Nhập khẩu,SUV,Số tự động,Cát,Kem,5,5,AWD,Xăng,3.5,2568.0
Mercedes Benz,2018,Hà Nội,Cũ,64000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,5,5,AWD,Xăng,2.0,1199.0
VinFast,2019,Hà Nội,Cũ,79000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,RFD,Xăng,2.0,665.0
Toyota,2017,Hà Nội,Cũ,85000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.5,725.0
Mini,2022,Hà Nội,Cũ,999.0,Nhập khẩu,Hatchback,Số tự động,Xanh,Nâu,5,5,FWD,Xăng,2.0,2250.0
VinFast,2021,Hà Nội,Cũ,38000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.4,336.0
Lexus,2020,TP HCM,Cũ,51000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,2.5,1996.0
Hyundai,2020,Nghệ An,Cũ,26000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Nhiều màu,5,5,FWD,Xăng,1.25,345.0
Mitsubishi,2020,Hải Phòng,Cũ,18000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,545.0
Mazda,2018,Nghệ An,Cũ,79000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.5,645.0
Ford,2021,Hà Nội,Cũ,45000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,RFD,Dầu,2.0,969.0
Ford,2016,Hà Nội,Cũ,120000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Bạc,Đen,5,4,RFD,Dầu,2.2,428.0
Mercedes Benz,2017,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,2.0,1299.0
Subaru,2023,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,AWD,Xăng,2.0,869.0
Hyundai,2020,Hải Phòng,Cũ,50000.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Kem,5,5,FWD,Xăng,2.0,685.0
Toyota,2022,TP HCM,Cũ,9500.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Kem,5,4,FWD,Xăng,1.5,460.0
Mercedes Benz,2018,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,2.0,1250.0
Hyundai,2019,Hà Nội,Cũ,55000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Ghi,7,5,AWD,Xăng,2.4,790.0
Toyota,2021,Hà Nội,Cũ,19000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Ghi,5,4,FWD,Xăng,1.5,465.0
Audi,2017,Đà Nẵng,Cũ,20000.0,Nhập khẩu,Coupe,Số tự động,Đen,Đen,4,2,FWD,Xăng,2.0,1750.0
VinFast,2021,Hà Nội,Cũ,28000.0,Lắp ráp trong nước,Hatchback,Số tự động,Nâu,Nâu,5,5,FWD,Xăng,1.4,318.0
Toyota,2013,Hà Nội,Cũ,10000.0,Lắp ráp trong nước,SUV,Số tay,Bạc,Kem,7,5,RFD,Dầu,2.5,508.0
Porsche,2020,Hà Nội,Cũ,39000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,4,4,RFD,Xăng,2.9,4999.0
Mercedes Benz,2017,TP HCM,Cũ,38400.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,AWD,Xăng,2.0,1199.0
Mitsubishi,2019,Hà Nội,Cũ,100000.0,Nhập khẩu,SUV,Số tay,Trắng,Đen,7,5,RFD,Dầu,2.4,645.0
Audi,2022,TP HCM,Cũ,17000.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.0,1460.0
Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,691.0
Lexus,2020,Hà Nội,Cũ,48000.0,Nhập khẩu,SUV,Số tự động,Vàng,Nâu,5,5,AWD,Xăng,2.0,2760.0
Subaru,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,1029.0
Mercedes Benz,2017,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,3.0,2100.0
Chevrolet,2015,Đồng Tháp,Cũ,63000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Kem,5,4,FWD,Xăng,1.8,310.0
Hyundai,2021,TP HCM,Cũ,71000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5,5,FWD,Xăng,2.0,708.0
Mercedes Benz,2024,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Xanh,Nâu,5,4,AWD,Xăng,3.0,4519.0
Mazda,2018,Hà Nội,Cũ,76000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,548.0
VinFast,2020,Hải Phòng,Cũ,48000.0,Lắp ráp trong nước,Hatchback,Số tự động,Cam,Đen,5,5,FWD,Xăng,1.4,299.0
Mercedes Benz,2021,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Kem,5,5,RFD,Xăng,2.0,1399.0
Mercedes Benz,2022,Hà Nội,Cũ,15768.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,RFD,Xăng,2.0,1650.0
Hyundai,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Kem,5,4,FWD,Xăng,1.4,412.0
Ford,2021,TP HCM,Cũ,20000.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,7,5,4WD,Dầu,2.0,1070.0
Mercedes Benz,2015,Lâm Đồng,Cũ,85000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Vàng,5,4,RFD,Xăng,3.0,1550.0
VinFast,2019,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Xám,Đen,5,4,RFD,Xăng,2.0,535.0
Ford,2022,TP HCM,Cũ,20000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,4WD,Dầu,2.0,760.0
Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Nâu,Đen,7,5,4WD,Dầu,2.0,1408.0
Mazda,2018,Hà Nội,Cũ,65000.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Đen,5,4,FWD,Xăng,1.5,465.0
Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,RFD,Dầu,2.0,1239.0
Audi,2021,TP HCM,Cũ,14000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.0,1799.0
Mazda,2018,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.5,669.0
Mitsubishi,2022,TP HCM,Cũ,28000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,609.0
Mercedes Benz,2023,Hà Nội,Cũ,9000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,AWD,Xăng,2.0,2580.0
Mercedes Benz,2022,TP HCM,Cũ,23668.0,Lắp ráp trong nước,Sedan,Số tự động,Xám,Đen,5,4,RFD,Xăng,2.0,1748.0
Ford,2016,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,365.0
MG,2024,Hà Nội,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Xanh,Kem,5,5,FWD,Xăng,1.5,560.0
Peugeot,2016,Hà Nội,Cũ,59000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,355.0
Mercedes Benz,2022,Hà Nội,Cũ,14481.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,3.0,4729.0
Ford,2024,Nghệ An,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Ghi,Đen,5,4,4WD,Dầu,2.0,979.0
Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.0,652.0
Mitsubishi,2009,TP HCM,Cũ,20586.0,Nhập khẩu,Bán tải / Pickup,Số tay,Xám,Cam,5,4,4WD,Dầu,2.5,195.0
Hyundai,2018,Hà Nội,Cũ,89000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,485.0
Mercedes Benz,2015,Hà Nội,Cũ,65000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,2.0,715.0
Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Xám,Đen,5,4,4WD,Dầu,2.0,850.0
Kia,2020,TP HCM,Cũ,37000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Kem,7,5,FWD,Dầu,2.2,920.0
Lexus,2011,Phú Thọ,Cũ,80450.0,Nhập khẩu,SUV,Số tự động,Trắng,Ghi,7,5,AWD,Xăng,4.6,1550.0
Toyota,2014,TP HCM,Cũ,120000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Kem,7,5,RFD,Xăng,2.7,435.0
Ford,2013,Hà Nội,Cũ,120000.0,Lắp ráp trong nước,Hatchback,Số tự động,Vàng,Đen,5,5,FWD,Xăng,1.8,255.0
Hyundai,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.4,450.0
Ford,2022,TP HCM,Cũ,26000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.0,615.0
Jeep,2024,TP HCM,Mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,4WD,Xăng,3.6,4288.0
Toyota,1994,Hà Nội,Cũ,180000.0,Nhập khẩu,SUV,Số tay,Xanh,Ghi,7,5,4WD,Dầu,2.8,580.0
Kia,2016,Hà Nội,Cũ,85000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.4,335.0
Mercedes Benz,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5,4,RFD,Xăng,2.0,2099.0
Hyundai,2017,Hà Nội,Cũ,90000.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Nhiều màu,5,4,FWD,Xăng,1.25,245.0
Mazda,2021,Hà Nội,Cũ,7000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,588.0
Lexus,2010,Hà Nội,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,5.7,1850.0
Hyundai,2021,Phú Thọ,Cũ,12000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nhiều màu,5,4,FWD,Xăng,1.25,370.0
Mercedes Benz,2016,TP HCM,Cũ,50400.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,985.0
Hyundai,2009,TP HCM,Cũ,72000.0,Nhập khẩu,Hatchback,Số tự động,Nâu,Đen,5,5,FWD,Xăng,1.6,285.0
Mercedes Benz,2021,Hà Nội,Cũ,17000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,2.0,2180.0
Hyundai,2020,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Kem,5,5,FWD,Xăng,2.0,735.0
Toyota,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,520.0
Lexus,2024,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.5,2620.0
Mitsubishi,2020,Thái Nguyên,Cũ,50000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,535.0
Nissan,2015,Gia Lai,Cũ,130000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Cam,Ghi,5,4,4WD,Dầu,2.5,440.0
Kia,2017,Vĩnh Phúc,Cũ,45000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Ghi,5,5,FWD,Xăng,1.25,285.0
Hyundai,2019,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Nhiều màu,5,4,FWD,Xăng,1.4,410.0
Toyota,2021,Đăk Lăk,Cũ,24000.0,Nhập khẩu,SUV,Số tự động,Xám,Nâu,5,5,FWD,Hybrid,1.8,800.0
Toyota,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,520.0
VinFast,2020,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nâu,5,4,RFD,Xăng,2.0,575.0
Toyota,2020,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Kem,5,4,FWD,Xăng,1.5,455.0
Mazda,2022,TP HCM,Cũ,27000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,7,5,FWD,Xăng,2.5,799.0
Nissan,2017,Hà Nội,Cũ,48000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Nâu,Kem,5,4,RFD,Dầu,2.5,450.0
Toyota,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nhiều màu,7,5,4WD,Dầu,2.8,1350.0
Suzuki,2019,Hà Nội,Cũ,65000.0,Nhập khẩu,Sedan,Số tự động,Bạc,Đen,5,4,FWD,Xăng,1.4,379.0
Lexus,2015,Hà Nội,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,4.6,2490.0
Toyota,2020,Hà Nội,Cũ,60000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đỏ,5,5,FWD,Hybrid,1.8,775.0
Hyundai,2018,Hà Nội,Cũ,62000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Kem,5,4,FWD,Xăng,1.4,379.0
MG,2024,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,473.0
Jeep,2020,Hà Nội,Cũ,30000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,4WD,Xăng,2.0,2599.0
Lexus,2017,Hà Nội,Cũ,85000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.5,1330.0
MG,2024,Cần Thơ,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,588.0
BMW,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5,4,RFD,Xăng,2.0,1979.0
Mazda,2020,Thái Bình,Cũ,12000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,579.0
Mitsubishi,2022,Hà Nội,Cũ,28000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,2.0,720.0
Kia,2022,Gia Lai,Cũ,18000.0,Lắp ráp trong nước,Crossover,Số tự động,Xám,Kem,5,5,FWD,Xăng,1.4,635.0
Chevrolet,2018,Đà Nẵng,Cũ,165000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Dầu,2.5,615.0
BMW,2014,Hà Nội,Cũ,85000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,3.0,950.0
Ford,2024,Ninh Thuận,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,4WD,Dầu,2.0,740.0
