Tên hãng xe,Năm sản xuất,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích,Giá
Toyota,2021,Đăk Lăk,Cũ,20000.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,5,5,FWD,Xăng,1.8,750.0
Hyundai,2020,Hà Nội,Cũ,68000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Nhiều màu,5,4,FWD,Xăng,1.4,362.0
VinFast,2020,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,RFD,Xăng,2.0,705.0
Volvo,2022,Hà Nội,Cũ,13358.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Xăng,2.0,3550.0
VinFast,2020,Hà Nội,Cũ,26000.0,Lắp ráp trong nước,Hatchback,Số tự động,Cam,Đen,5,5,FWD,Xăng,1.4,309.0
Kia,2017,TP HCM,Cũ,39000.0,Lắp ráp trong nước,Hatchback,Số tay,Đỏ,Vàng,5,5,FWD,Xăng,1.25,240.0
Ford,2023,Hà Nội,Cũ,15000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.0,670.0
Audi,2013,TP HCM,Cũ,51000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.8,535.0
Volkswagen,2016,TP HCM,Cũ,59000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.6,305.0
Kia,2020,Hải Phòng,Cũ,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5,4,FWD,Xăng,1.4,393.0
Mercedes Benz,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,AWD,Xăng,2.0,2617.0
Chevrolet,2010,Bắc Ninh,Cũ,223000.0,Lắp ráp trong nước,Hatchback,Số tay,Vàng,Ghi,5,5,FWD,Xăng,0.8,85.0
Hyundai,2013,TP HCM,Cũ,96000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.8,338.0
Ford,2019,Hà Nội,Cũ,67000.0,Lắp ráp trong nước,SUV,Số tự động,Cam,Đen,5,5,FWD,Xăng,1.5,460.0
Toyota,2022,TP HCM,Cũ,40000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,RFD,Dầu,2.4,1080.0
Lexus,2019,Hà Nội,Cũ,32666.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,5,5,AWD,Xăng,3.5,3250.0
Hyundai,2022,Long An,Cũ,33000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.6,725.0
Toyota,2023,Hà Nội,Cũ,6000.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Đen,7,5,FWD,Xăng,1.5,670.0
Kia,2018,Lâm Đồng,Cũ,72000.0,Lắp ráp trong nước,SUV,Số tay,Trắng,Kem,7,5,FWD,Xăng,2.0,385.0
Hyundai,2016,Hà Nội,Cũ,90000.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Nhiều màu,5,5,FWD,Xăng,1.4,368.0
Toyota,2022,Hà Nội,Cũ,44000.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,2.5,1240.0
Kia,2011,Hà Nội,Cũ,140000.0,Lắp ráp trong nước,Hatchback,Số tự động,Xám,Đen,5,5,FWD,Xăng,1.1,175.0
Hyundai,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Xăng,2.5,1190.0
Mini,2023,Hà Nội,Mới,0.0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Đỏ,Nâu,5,2,FWD,Xăng,2.0,2409.0
Suzuki,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tay,Trắng,Ghi,2,5,RFD,Xăng,1.0,294.0
Mercedes Benz,2018,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,1268.0
Mazda,2019,Hà Nội,Cũ,45000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,2.0,615.0
Mercedes Benz,2016,TP HCM,Cũ,17600.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,AWD,Xăng,2.0,979.0
Toyota,2022,Hà Nội,Cũ,27000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.8,825.0
Mercedes Benz,2021,Hà Nội,Cũ,61142.0,Nhập khẩu,SUV,Số tự động,Xám,Nâu,5,5,AWD,Xăng,4.0,9300.0
Ford,2024,Bình Dương,Mới,0.0,Nhập khẩu,SUV,Số tự động,Nâu,Đen,7,5,4WD,Dầu,2.0,1545.0
Toyota,2017,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.5,745.0
Volkswagen,2022,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,7,5,AWD,Xăng,2.0,2099.0
Mitsubishi,2021,TP HCM,Cũ,21000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,RFD,Dầu,2.4,879.0
Mazda,2021,Bắc Giang,Cũ,30000.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,679.0
VinFast,2021,Hải Phòng,Cũ,43210.0,Lắp ráp trong nước,Hatchback,Số tự động,Xanh,Đen,5,5,FWD,Xăng,1.4,333.0
Mitsubishi,2022,TP HCM,Cũ,42000.0,Nhập khẩu,SUV,Số tự động,Nâu,Đen,7,5,FWD,Xăng,1.5,589.0
Ford,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,1.5,799.0
Suzuki,2018,Hà Nội,Cũ,39000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.0,260.0
Mazda,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,2.5,949.0
Kia,2018,Bắc Giang,Cũ,69000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,2.0,468.0
Nissan,2024,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đồng,5,4,FWD,Xăng,1.0,530.0
Toyota,2021,Hà Nội,Cũ,36000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Kem,5,4,FWD,Xăng,1.5,495.0
Kia,2017,Hà Nội,Cũ,86000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.6,405.0
BMW,2019,TP HCM,Cũ,37000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,6,5,AWD,Xăng,3.0,3479.0
Toyota,2018,TP HCM,Cũ,44000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,RFD,Xăng,2.7,810.0
Toyota,2023,Hà Nội,Cũ,59000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.5,545.0
BMW,2011,Hà Nội,Cũ,150000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,RFD,Xăng,2.5,495.0
Hyundai,2020,TP HCM,Cũ,60000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Vàng,5,5,FWD,Xăng,2.0,690.0
Mercedes Benz,2021,Hà Nội,Cũ,3350.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,3.0,4350.0
Hyundai,2019,Hà Nội,Cũ,75000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.4,399.0
Hyundai,2024,Cần Thơ,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,650.0
Kia,2018,Hà Nội,Cũ,76000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đỏ,Kem,7,5,FWD,Dầu,2.2,869.0
Hyundai,2013,Đăk Lăk,Cũ,100000.0,Nhập khẩu,Sedan,Số tự động,Xám,Đen,5,4,FWD,Xăng,1.4,290.0
Toyota,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,508.0
Hyundai,2020,Bắc Ninh,Cũ,110000.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Kem,5,5,FWD,Dầu,2.0,765.0
Hyundai,2020,Hà Nội,Cũ,65000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.4,435.0
Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.6,562.0
Audi,2011,Hà Nội,Cũ,175000.0,Nhập khẩu,SUV,Số tự động,Nâu,Đồng,5,5,AWD,Xăng,2.0,388.0
Mazda,2022,Hà Nội,Cũ,28000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.5,565.0
Mitsubishi,2020,TP HCM,Cũ,30000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,515.0
Toyota,2021,Hà Nội,Cũ,65000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,2.0,879.0
VinFast,2021,Hà Nội,Cũ,15000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.4,330.0
Mazda,2017,Bình Dương,Cũ,67000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.5,435.0
VinFast,2020,TP HCM,Cũ,50000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.0,799.0
Volkswagen,2024,Bà Rịa Vũng Tàu,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Vàng,Nhiều màu,5,5,FWD,Xăng,1.0,999.0
Volkswagen,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xám,Nhiều màu,5,5,AWD,Xăng,2.0,2168.0
Hyundai,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.4,473.0
Toyota,2017,TP HCM,Cũ,186000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Nâu,8,5,RFD,Xăng,2.0,409.0
Kia,2021,Hà Nội,Cũ,32000.0,Lắp ráp trong nước,Crossover,Số tự động,Cam,Kem,5,5,FWD,Xăng,1.4,619.0
Mini,2022,TP HCM,Cũ,999.0,Nhập khẩu,Hatchback,Số tự động,Xanh,Nâu,5,5,FWD,Xăng,2.0,2200.0
Mazda,2022,Hà Nội,Cũ,37000.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Đen,5,5,FWD,Xăng,2.0,718.0
Mercedes Benz,2020,Hà Nội,Cũ,62000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,2.0,1755.0
Honda,2021,TP HCM,Cũ,45.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,479.0
Volvo,2021,Hà Nội,Cũ,13000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,AWD,Xăng,2.0,1488.0
Mercedes Benz,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,2639.0
Toyota,2006,TP HCM,Cũ,86000.0,Nhập khẩu,SUV,Số tự động,Vàng,Kem,7,5,4WD,Xăng,2.7,395.0
Mitsubishi,2011,Hà Nội,Cũ,17.0,Lắp ráp trong nước,SUV,Số tay,Nâu,Ghi,7,5,4WD,Dầu,2.5,388.0
Mazda,2015,Hà Nội,Cũ,5.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,445.0
Toyota,2019,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Ghi,5,4,FWD,Xăng,1.5,345.0
BMW,2023,TP HCM,Mới,0.0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Đỏ,Đen,2,2,RFD,Xăng,2.0,3114.0
Mazda,2018,Hà Nội,Cũ,39000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.5,655.0
Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.0,650.0
Mitsubishi,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Cam,Đen,7,5,FWD,Xăng,1.5,619.0
Kia,2021,Hà Nội,Cũ,26000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5,5,FWD,Xăng,1.5,550.0
Ford,2018,Hà Nội,Cũ,68000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,2.3,1180.0
Toyota,2014,Hà Nội,Cũ,95689.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7,5,FWD,Xăng,2.7,895.0
Toyota,2020,Hà Nội,Cũ,40000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,2.5,965.0
Honda,2017,Hà Nội,Cũ,76000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,1.5,352.0
Ford,2006,Lạng Sơn,Cũ,26000.0,Lắp ráp trong nước,SUV,Số tay,Bạc,Ghi,7,5,RFD,Xăng,2.6,120.0
Porsche,2022,Hà Nội,Cũ,14000.0,Nhập khẩu,Sedan,Số tự động,Cam,Đen,4,4,RFD,Xăng,2.9,5350.0
Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7,5,AWD,Xăng,3.4,4286.0
Mazda,2022,Hà Nội,Cũ,30000.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,599.0
Toyota,2018,Bình Phước,Cũ,147000.0,Nhập khẩu,Hatchback,Số tay,Trắng,Nâu,5,5,FWD,Xăng,1.2,245.0
Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,3.4,4286.0
Lexus,2016,Hà Nội,Cũ,50000.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.5,1290.0
Mazda,2019,Hải Phòng,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,495.0
Mazda,2022,Hà Nội,Cũ,31111.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,645.0
Hyundai,2022,TP HCM,Cũ,25000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.4,489.0
Kia,2019,TP HCM,Cũ,30000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,1.25,290.0
Hyundai,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đỏ,6,5,AWD,Dầu,2.2,1589.0
Ford,2012,TP HCM,Cũ,50000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Ghi,5,5,FWD,Xăng,1.8,252.0
Mitsubishi,2015,Hà Nội,Cũ,70000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,480.0
Toyota,2022,Thái Nguyên,Cũ,35000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.5,428.0
Peugeot,2019,TP HCM,Cũ,48000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xám,Đen,7,5,FWD,Dầu,2.0,1050.0
Ford,2019,TP HCM,Cũ,64000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Nâu,Kem,7,5,FWD,Xăng,2.0,799.0
Mercedes Benz,2017,Hà Nội,Cũ,68000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,1150.0
Ford,2019,TP HCM,Cũ,63000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Đen,5,4,4WD,Dầu,2.0,895.0
Hyundai,2011,Hà Nội,Cũ,5877.0,Nhập khẩu,Coupe,Số tự động,Trắng,Nâu,4,2,RFD,Xăng,2.0,385.0
Hyundai,2022,Hà Nội,Cũ,29000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Dầu,2.2,1190.0
Honda,2017,Bình Dương,Cũ,92000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Vàng,5,4,FWD,Xăng,1.5,345.0
Toyota,2021,Phú Thọ,Cũ,3000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.2,360.0
Lexus,2020,Hà Nội,Cũ,60000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nâu,5,5,AWD,Xăng,2.0,2699.0
Toyota,2011,Hà Nội,Cũ,120000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Ghi,5,4,FWD,Xăng,2.4,379.0
Mitsubishi,2023,Tây Ninh,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.2,490.0
Kia,2015,Cần Thơ,Cũ,110000.0,Lắp ráp trong nước,Crossover,Số tay,Trắng,Nhiều màu,7,5,FWD,Xăng,2.0,249.0
Mitsubishi,2019,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,7,5,FWD,Xăng,2.0,638.0
Ford,2018,Hà Nội,Cũ,38000.0,Lắp ráp trong nước,SUV,Số tự động,Nâu,Đen,5,5,FWD,Xăng,1.5,418.0
Ford,2020,Hà Nội,Cũ,36000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,RFD,Dầu,2.0,928.0
Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Vàng,Đen,7,5,4WD,Dầu,2.0,1429.0
Mercedes Benz,2022,Hà Nội,Cũ,19200.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Đen,5,5,AWD,Xăng,2.0,2024.0
Kia,2022,Hà Nội,Cũ,23000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,760.0
Lexus,2022,Hà Nội,Cũ,39000.0,Nhập khẩu,SUV,Số tự động,Xanh,Nâu,5,5,AWD,Xăng,3.5,3820.0
Toyota,2022,Hà Nội,Cũ,38000.0,Lắp ráp trong nước,Sedan,Số tay,Vàng,Đen,5,4,FWD,Xăng,1.5,418.0
Ford,2021,Hà Nội,Cũ,59000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,2.3,1789.0
Hyundai,2009,Bắc Giang,Cũ,4294967295.0,Nhập khẩu,Hatchback,Số tay,Xanh,Đen,5,5,FWD,Xăng,1.1,85.0
Mercedes Benz,2021,Hà Nội,Cũ,35000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,3.0,4200.0
Toyota,2022,TP HCM,Cũ,13000.0,Nhập khẩu,SUV,Số tay,Bạc,Đỏ,7,5,RFD,Xăng,1.5,490.0
Toyota,2020,Bình Dương,Cũ,99000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Nâu,8,5,RFD,Xăng,2.0,599.0
Hyundai,2018,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Kem,5,4,FWD,Xăng,1.4,386.0
Mercedes Benz,2022,Hà Nội,Cũ,5000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,1.5,1399.0
Toyota,2021,TP HCM,Cũ,83000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,RFD,Xăng,1.5,536.0
Toyota,2016,Hà Nội,Cũ,69000.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Nâu,5,4,FWD,Xăng,1.8,510.0
VinFast,2021,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.4,350.0
Mercedes Benz,2022,TP HCM,Cũ,12.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,1.5,1679.0
Kia,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,2.0,859.0
Ford,2014,Lạng Sơn,Cũ,120000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Cam,Đen,5,4,4WD,Dầu,3.2,415.0
Mercedes Benz,2015,TP HCM,Cũ,78000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Dầu,3.0,1350.0
Mercedes Benz,2018,Hà Nội,Cũ,48000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,1195.0
Mazda,2018,Hà Nội,Cũ,18000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.5,475.0
Mercedes Benz,2022,Hà Nội,Cũ,25000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,1779.0
Mercedes Benz,2021,Hà Nội,Cũ,37007.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,RFD,Xăng,2.0,1189.0
LandRover,2015,TP HCM,Cũ,60568.0,Nhập khẩu,SUV,Số tự động,Xanh,Nâu,7,5,AWD,Xăng,2.0,986.0
Lexus,2010,Hà Nội,Cũ,14000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,5.7,1679.0
Mazda,2020,Hà Nội,Cũ,41000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Đen,5,5,FWD,Xăng,2.0,709.0
VinFast,2022,Lâm Đồng,Cũ,17000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.4,345.0
Mercedes Benz,2021,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,1799.0
Mazda,2020,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.5,720.0
Peugeot,2021,Hà Nội,Cũ,36000.0,Lắp ráp trong nước,Crossover,Số tự động,Cam,Đen,5,5,FWD,Xăng,1.6,799.0
Toyota,2024,TP HCM,Mới,0.0,Nhập khẩu,Hatchback,Số tay,Trắng,Đen,5,5,FWD,Xăng,1.2,360.0
Lexus,2022,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Hybrid,2.5,2880.0
Toyota,2016,Hải Phòng,Cũ,80000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Vàng,5,4,FWD,Xăng,1.5,389.0
Mazda,2016,Thái Nguyên,Cũ,660000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,393.0
Mercedes Benz,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,3.0,5069.0
Mercedes Benz,2023,Nghệ An,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,RFD,Xăng,3.0,5559.0
Hyundai,2023,Hà Nội,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,865.0
Toyota,2021,Thái Bình,Cũ,60000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.2,315.0
Kia,2011,Hà Nội,Cũ,120000.0,Nhập khẩu,Hatchback,Số tự động,Bạc,Đen,5,5,FWD,Xăng,1.0,235.0
Jeep,2021,TP HCM,Cũ,30000.0,Nhập khẩu,SUV,Số tự động,Vàng,Đen,5,5,4WD,Xăng,2.0,2600.0
VinFast,2019,Hà Nội,Cũ,42000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5,4,RFD,Xăng,2.0,555.0
Honda,2008,TP HCM,Cũ,140000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.8,236.0
Honda,2015,Lâm Đồng,Cũ,96000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Xám,5,5,FWD,Xăng,2.4,568.0
Hyundai,2018,Phú Thọ,Cũ,46000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Nhiều màu,5,5,FWD,Xăng,1.25,320.0
Peugeot,2019,Hà Nội,Cũ,73000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.6,680.0
Suzuki,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,4,3,4WD,Xăng,1.5,839.0
Honda,2024,Đồng Nai,Mới,0.0,Nhập khẩu,Sedan,Số tay,Trắng,Đỏ,5,4,FWD,Xăng,2.0,2399.0
Kia,2014,Vĩnh Phúc,Cũ,60000.0,Nhập khẩu,Van/Minivan,Số tự động,Kem,Ghi,2,5,FWD,Xăng,1.0,215.0
Mazda,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,FWD,Xăng,2.0,740.0
Toyota,2015,Hà Nội,Cũ,62000.0,Lắp ráp trong nước,Sedan,Số tay,Cát,Màu khác,5,4,FWD,Xăng,1.5,268.0
Mitsubishi,2022,Hà Nội,Cũ,30000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,645.0
Mazda,2015,Hà Nội,Cũ,86000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,376.0
Lexus,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.4,3430.0
Ford,2021,TP HCM,Cũ,43000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.2,567.0
Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Bạc,Đen,5,4,RFD,Dầu,2.0,677.0
Kia,2022,Hà Nội,Cũ,4000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Ghi,5,4,FWD,Xăng,1.4,425.0
Mercedes Benz,2016,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,855.0
Peugeot,2022,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.2,685.0
LandRover,2014,Hà Nội,Cũ,68000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,5,5,AWD,Xăng,3.0,2520.0
LandRover,2022,Hà Nội,Cũ,50000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,4WD,Xăng,2.0,4400.0
