,Tên hãng xe,Tên dòng xe,Năm sản xuất,Giá,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích
29794,Kia,Seltos Premium 1.4 AT,2021.0,625000000.0,Đăk Lăk,Xe đã dùng,30000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.4
5042,Mitsubishi,Attrage Premium 1.2 CVT,2021.0,405000000.0,Hà Nội,Xe đã dùng,43000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Xám,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.2
10622,Hyundai,Accent 1.4 MT Base,2019.0,332000000.0,Hà Nội,Xe đã dùng,89000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
2644,Ford,Everest Titanium 2.0L 4x2 AT,2020.0,929000000.0,TP HCM,Xe đã dùng,40000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7.0,5.0,RFD - Dẫn động cầu sau,Dầu,2.0
27266,Subaru,Forester 2.0i-L,2023.0,849000000.0,Khánh Hòa,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
916,Ford,Ranger XLS 2.2L 4x2 AT,2022.0,579000000.0,Nghệ An,Xe đã dùng,31000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.2
10110,BMW,X6 xDrive40i M Sport,2023.0,3767000000.0,TP HCM,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
10563,Hyundai,SantaFe Cao cấp 2.2L HTRAC,2021.0,1169000000.0,Hà Nội,Xe đã dùng,31000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Dầu,2.2
10963,Hyundai,Elantra 1.6 AT,2021.0,546000000.0,Hà Nội,Xe đã dùng,29000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
14215,Honda,CRV LSE,2021.0,919000000.0,Hà Nội,Xe đã dùng,27888.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
15115,Toyota,Fortuner 2.7V 4X2 AT,2016.0,585000000.0,TP HCM,Xe đã dùng,98515.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Kem,7.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.7
14925,Honda,City 1.5TOP,2019.0,465000000.0,Thanh Hóa,Xe đã dùng,4600.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
1344,Ford,Ranger Raptor 2.0L 4x4 AT,2019.0,895000000.0,TP HCM,Xe đã dùng,63000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Đen,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.0
14675,Honda,Civic RS 1.5 AT,2023.0,783000000.0,TP HCM,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
11135,Hyundai,i10 Grand 1.2 MT,2019.0,283000000.0,Hà Nội,Xe đã dùng,70000.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Nhiều màu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.25
19896,Toyota,Land Cruiser VX 4.6 V8,2013.0,1890000000.0,Hà Nội,Xe đã dùng,180000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,8.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,4.6
12768,Hyundai,SantaFe 2.4L 4WD,2017.0,683000000.0,Hà Nội,Xe đã dùng,72000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,7.0,5.0,4WD - Dẫn động 4 bánh,Xăng,2.4
28946,Kia,Sonet Premium 1.5 AT,2024.0,584000000.0,Bắc Ninh,Xe mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
6382,Mercedes,Benz C class C200,2017.0,760000000.0,Hà Nội,Xe đã dùng,47000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
13459,Hyundai,Accent 1.4 AT Đặc Biệt,2022.0,486000000.0,Hà Tĩnh,Xe đã dùng,19000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
5140,Mitsubishi,Xpander 1.5 MT,2024.0,524000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tay,Trắng,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
26202,Lexus,ES 250,2024.0,2620000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Nhiều màu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.5
11523,Hyundai,SantaFe Premium 2.4L HTRAC,2020.0,879000000.0,Hà Nội,Xe đã dùng,60000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.4
10816,Hyundai,SantaFe Cao cấp 2.2L HTRAC,2021.0,975000000.0,Hà Nội,Xe đã dùng,60000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Dầu,2.2
2760,Ford,Ranger XLS 2.0L 4x2 AT,2024.0,677000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Cam,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.0
16171,Toyota,Vios G 1.5 CVT,2024.0,510000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Vàng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
28719,Kia,K3 Luxury 1.6 AT,2022.0,569000000.0,Thái Nguyên,Xe đã dùng,9999.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
8367,Mercedes,Benz C class C200,2019.0,925000000.0,Hà Nội,Xe đã dùng,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,1.5
5420,VinFast,Lux A 2.0 Tiêu chuẩn,2022.0,640000000.0,Hà Nội,Xe đã dùng,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
4906,Mitsubishi,Xpander 1.5 AT,2023.0,556000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Xám,-,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
21019,Chevrolet,Captiva Revv LTZ 2.4 AT,2017.0,435000000.0,TP HCM,Xe đã dùng,85000.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.4
22739,Mazda,3 1.5L Luxury,2022.0,615000000.0,Hà Nội,Xe đã dùng,18000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
16467,Toyota,Fortuner 2.4L 4x2 AT,2024.0,1035000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,-,7.0,5.0,RFD - Dẫn động cầu sau,Dầu,2.4
8559,Mercedes,Benz S class S450L,2020.0,2780000000.0,Phú Thọ,Xe đã dùng,33000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,3.0
7285,Mercedes,Benz GLC 200 4Matic,2022.0,1950000000.0,TP HCM,Xe đã dùng,2000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
9832,BMW,7 Series 740i Pure Excellence,2023.0,5829000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,3.0
30581,Suzuki,Ertiga Hybrid 1.5 MT,2023.0,449000000.0,TP HCM,Xe mới,0.0,Nhập khẩu,SUV,Số tay,Trắng,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Hybrid,1.5
26508,Lexus,NX 350 F-Sport,2024.0,3130000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Nhiều màu,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.4
27680,Kia,Seltos Premium 1.6 AT,2022.0,652000000.0,Hà Nội,Xe đã dùng,33000.0,Lắp ráp trong nước,Crossover,Số tự động,Xanh,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.6
24863,Audi,Q3 Sportback 35 TFSI,2020.0,1300000000.0,Hà Nội,Xe đã dùng,49800.0,Nhập khẩu,Crossover,Số tự động,Trắng,Nâu,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.4
11885,Hyundai,Grand Starex 2.5 MT,2015.0,495000000.0,Hà Nội,Xe đã dùng,160000.0,Nhập khẩu,Van/Minivan,Số tay,Ghi,Kem,9.0,5.0,RFD - Dẫn động cầu sau,Dầu,2.5
17066,Toyota,Fortuner 2.5G,2016.0,590000000.0,Đăk Lăk,Xe đã dùng,69000.0,Lắp ráp trong nước,SUV,Số tay,Bạc,Nhiều màu,7.0,5.0,RFD - Dẫn động cầu sau,Dầu,2.5
14682,Honda,CRV 2.0 AT,2015.0,530000000.0,Thanh Hóa,Xe đã dùng,85000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
8554,Mercedes,Benz S class S400L,2014.0,1180000000.0,Hà Nội,Xe đã dùng,12000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,3.0
18303,Toyota,Vios G 1.5 CVT,2024.0,545000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
11422,Hyundai,Palisade Prestige 2.2 AT HTRAC,2023.0,1588000000.0,Hà Nội,Xe đã dùng,6100.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Màu khác,6.0,5.0,AWD - 4 bánh toàn thời gian,Dầu,2.2
7716,Mercedes,Benz GLE Class GLE 53 4Matic+ Coupe AMG,2021.0,4399000000.0,TP HCM,Xe đã dùng,13000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
11886,Hyundai,Stargazer Cao cấp 1.5 AT,2022.0,585000000.0,Hà Nội,Xe đã dùng,7000.0,Nhập khẩu,Van/Minivan,Số tự động,Đen,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
12609,Hyundai,SantaFe Cao cấp 2.5L HTRAC,2023.0,1199000000.0,Hà Nội,Xe đã dùng,7000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.5
1526,Ford,Ranger XLS 2.0L 4x2 MT,2022.0,599000000.0,TP HCM,Xe đã dùng,9000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tay,Đen,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.0
27043,Volkswagen,Scirocco 1.4 AT,2010.0,295000000.0,Bình Dương,Xe đã dùng,70000.0,Nhập khẩu,Coupe,Số tự động,Trắng,Nâu,4.0,3.0,FWD - Dẫn động cầu trước,Xăng,1.4
606,MG,RX5 1.5T STD,2024.0,589000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,Crossover,Số tự động,Xanh,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
19052,Toyota,Innova V 2.0 AT,2021.0,765000000.0,TP HCM,Xe đã dùng,56000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,7.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
3421,Ford,Territory Titanium X 1.5 AT,2023.0,875000000.0,Hà Nội,Xe đã dùng,40000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nhiều màu,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
3656,Ford,Everest Titanium 2.0L 4x2 AT,2020.0,870000000.0,TP HCM,Xe đã dùng,130000.0,Nhập khẩu,SUV,Số tự động,Cát,Đen,7.0,5.0,RFD - Dẫn động cầu sau,Dầu,2.0
11104,Hyundai,Custin Cao Cấp 2.0T,2024.0,959000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xám,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
10229,BMW,3 Series 320i,2012.0,390000000.0,TP HCM,Xe đã dùng,90.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
19939,Toyota,Hilux 2.4L 4x2 AT,2021.0,665000000.0,Đăk Lăk,Xe đã dùng,45000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đỏ,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.4
8785,Mercedes,Benz C class C300 AMG,2017.0,939000000.0,TP HCM,Xe đã dùng,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Đỏ,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
1446,Ford,EcoSport Titanium 1.5L AT,2016.0,369000000.0,Hải Phòng,Xe đã dùng,100000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
12449,Hyundai,Tucson 2.0 AT CRDi Đặc biệt,2021.0,815000000.0,Hà Nội,Xe đã dùng,21886.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Dầu,2.0
8356,Mercedes,Benz GLC 200 4Matic,2024.0,2299000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
26632,Lexus,RX 300,2021.0,2760000000.0,Hà Nội,Xe đã dùng,50000.0,Nhập khẩu,SUV,Số tự động,Vàng,Nâu,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
16789,Toyota,Fortuner 2.7V 4x4 AT,2010.0,330000000.0,Thái Nguyên,Xe đã dùng,182136.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Vàng,7.0,5.0,4WD - Dẫn động 4 bánh,Xăng,2.7
12616,Hyundai,Tucson 2.0 AT Đặc biệt,2021.0,770000000.0,Hà Nội,Xe đã dùng,40000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
10764,Hyundai,Elantra 1.6 AT,2021.0,579000000.0,Hà Nội,Xe đã dùng,28000.0,Lắp ráp trong nước,Sedan,Số tự động,Cam,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
5763,VinFast,Fadil Tiêu chuẩn 1.4 AT,2022.0,342000000.0,Hà Nội,Xe đã dùng,36000.0,Lắp ráp trong nước,Hatchback,Số tự động,Xám,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.4
25000,Audi,A6 45 TFSI,2022.0,2084000000.0,TP HCM,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Nâu,Nâu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
6018,VinFast,Lux A 2.0 2.0 AT,2019.0,555000000.0,Hà Nội,Xe đã dùng,26000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
22669,Volvo,XC90 T6 2.0 AT,2015.0,1450000000.0,Hà Nội,Xe đã dùng,114000.0,Nhập khẩu,SUV,Số tự động,Xám,Kem,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
25049,Audi,A5 Sportback 2.0,2017.0,1395000000.0,Hà Nội,Xe đã dùng,35398.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5.0,4.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
25765,Lexus,RX 350 AWD,2006.0,390000000.0,TP HCM,Xe đã dùng,177000.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.5
27822,Kia,Rio 1.4 AT,2014.0,339000000.0,Hà Nội,Xe đã dùng,63000.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.4
2035,Ford,Ranger Wildtrak 2.0L 4x4 AT,2023.0,899000000.0,TP HCM,Xe đã dùng,12000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Đỏ,Đen,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.0
22529,Volvo,S90 Inscription LWB B6 AWD,2022.0,1870000000.0,TP HCM,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Bạc,Nâu,5.0,4.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
29908,Kia,K3 Premium 2.0 AT,2022.0,620000000.0,Hà Nội,Xe đã dùng,38000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Màu khác,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
11538,Hyundai,Accent 1.4 AT Đặc Biệt,2022.0,475000000.0,Hà Nội,Xe đã dùng,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nhiều màu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
3032,Ford,Ranger XLS 2.2L 4x2 AT,2020.0,540000000.0,TP HCM,Xe đã dùng,54000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Cát,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.2
1692,Ford,Explorer Limited 2.3L EcoBoost,2018.0,1180000000.0,Hà Nội,Xe đã dùng,68000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.3
8155,Mercedes,Benz GLC 200 4Matic,2023.0,2299000000.0,Nghệ An,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
9415,Mercedes,Benz E class E200 Exclusive,2024.0,2134000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,-,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
26585,Lexus,RX 350 Premium,2024.0,3430000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Xanh,-,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.4
22736,Mazda,CX5 Luxury 2.0 AT,2022.0,775000000.0,Hà Nội,Xe đã dùng,30000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
10588,Hyundai,SantaFe Premium 2.2L HTRAC,2020.0,929000000.0,Hà Nội,Xe đã dùng,65000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Dầu,2.2
21948,Porsche,Cayenne Coupe,2020.0,4579000000.0,Hà Nội,Xe đã dùng,46000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đỏ,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
29567,Kia,Carnival Signature 2.2D,2022.0,1339000000.0,TP HCM,Xe đã dùng,27000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Nâu,7.0,5.0,FWD - Dẫn động cầu trước,Dầu,2.2
9557,Mercedes,Benz GLC 300 4Matic,2020.0,1699000000.0,Hà Nội,Xe đã dùng,35000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
4231,Mitsubishi,Outlander 2.0 CVT,2022.0,702000000.0,Hà Nội,Xe đã dùng,60000.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
15321,Toyota,Corolla Cross 1.8V,2022.0,810000000.0,Thái Bình,Xe đã dùng,9000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.8
19994,Toyota,Prado TXL 2.7L,2012.0,839000000.0,Hà Nội,Xe đã dùng,110000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7.0,5.0,4WD - Dẫn động 4 bánh,Xăng,2.7
5240,Mitsubishi,Triton 4x2 AT,2022.0,560000000.0,Phú Thọ,Xe đã dùng,2500.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Cam,Ghi,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.4
27442,Daewoo,Lacetti SE,2010.0,185000000.0,Ninh Bình,Xe đã dùng,70000.0,Nhập khẩu,Sedan,Số tay,Đen,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
12844,Hyundai,Elantra 2.0 AT,2021.0,550000000.0,Hà Nội,Xe đã dùng,44000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
28668,Kia,Sonet Deluxe 1.5 MT,2022.0,447000000.0,Hà Nội,Xe đã dùng,58000.0,Lắp ráp trong nước,Crossover,Số tay,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
9230,Mercedes,Benz Maybach GLS 480 4Matic,2022.0,8399000000.0,TP HCM,Xe đã dùng,5000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nhiều màu,4.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
15226,Toyota,Vios 1.5G,2020.0,445000000.0,Hà Nội,Xe đã dùng,62000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
10177,BMW,7 Series 740Li,2010.0,686000000.0,Hà Nội,Xe đã dùng,170000.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,3.0
13741,Hyundai,SantaFe 2.2L,2017.0,660000000.0,Hưng Yên,Xe đã dùng,97000.0,Lắp ráp trong nước,SUV,Số tự động,Nâu,Kem,7.0,5.0,FWD - Dẫn động cầu trước,Dầu,2.2
13200,Hyundai,Accent 1.4 AT Đặc Biệt,2024.0,530000000.0,Hà Nội,Xe đã dùng,1000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
25017,Audi,A6 1.8 TFSI,2015.0,779000000.0,TP HCM,Xe đã dùng,58000.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.8
10143,BMW,X7 xDrive40i,2020.0,4350000000.0,Hà Nội,Xe đã dùng,18000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
1906,Ford,Everest Titanium Plus 2.0L 4x4 AT,2024.0,1463000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7.0,5.0,4WD - Dẫn động 4 bánh,Dầu,2.0
25533,Lexus,ES 250 F Sport,2023.0,2550000000.0,TP HCM,Xe đã dùng,9000.0,Nhập khẩu,Sedan,Số tự động,Bạc,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.5
612,MG,ZS Luxury 1.5 AT 2WD,2023.0,538000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
17539,Toyota,Vios 1.5G,2020.0,455000000.0,Hà Nội,Xe đã dùng,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Xám,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
3752,Ford,Transit Tiêu chuẩn,2024.0,769000000.0,Bắc Ninh,Xe mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tay,Đen,Đen,16.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.2
12908,Hyundai,Accent 1.4 AT,2021.0,460000000.0,TP HCM,Xe đã dùng,6300.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
10447,Hyundai,SantaFe Cao cấp 2.5L HTRAC,2022.0,1140000000.0,Hà Nội,Xe đã dùng,20000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.5
10761,Hyundai,Creta Đặc biệt 1.5 AT,2022.0,630000000.0,Hà Nội,Xe đã dùng,37000.0,Nhập khẩu,Crossover,Số tự động,Đen,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
9283,Mercedes,Benz GLC 300 4Matic,2021.0,1889000000.0,TP HCM,Xe đã dùng,24000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
26753,Volkswagen,T-Cross Elegance 1.0 AT,2023.0,879000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,Crossover,Số tự động,Trắng,-,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.0
10863,Hyundai,Tucson 2.0 ATH,2017.0,630000000.0,Hà Nội,Xe đã dùng,90000.0,Nhập khẩu,Crossover,Số tự động,Trắng,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
24089,Mazda,CX5 Premium Exclusive 2.0 AT,2024.0,869000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Vàng,Nâu,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
28748,Kia,Seltos Luxury 1.4 AT,2021.0,590000000.0,Hà Nội,Xe đã dùng,47000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.4
69,Nissan,Navara EL 2.5AT 2WD,2016.0,410000000.0,Hà Nội,Xe đã dùng,12000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Kem,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.5
17296,Toyota,Zace GL,2004.0,165000000.0,Đà Nẵng,Xe đã dùng,150000.0,Lắp ráp trong nước,SUV,Số tay,Xanh,Kem,8.0,5.0,RFD - Dẫn động cầu sau,Xăng,1.8
